ASNNumber;Номенклатура;Машина;Qty ASN;ДП/МП;Паллет №;Приоритет;Факт;Остаток;Часы;Статус;Приемка до;Месяц;Тип
DPS039790;Avaira Vitality toric (6pk);25_022;13;ДП;2;;13;0;0,0;Закрыто;;-;Сложные
DPS039790;Biofinity multifocal (3 pk);25_022;37;ДП;2;;37;0;0,0;Закрыто;;-;Сложные
DPS039790;Biofinity Toric (3 pk) (new);25_022;20;ДП;2;;20;0;0,0;Закрыто;;-;Сложные
DPS039790;Clariti 1 Day toric (30pk);25_022;5;ДП;2;;5;0;0,0;Закрыто;;-;Сложные
DPS039790;Diag Avaira Vitality toric (3pk);25_022;88;ДП;2;;88;0;0,0;Закрыто;;-;Сложные
DPS039790;Diag Biofinity Toric (1pk);25_022;17;ДП;2;;17;0;0,0;Закрыто;;-;1pk
DPS039790;WB Comfilcon A multifocal BF (3 pk);25_022;35;ДП;2;;35;0;0,0;Закрыто;;-;Сложные
DPS039790;WB Comfilcon A toric BF (3pk);25_022;24;ДП;2;;24;0;0,0;Закрыто;;-;Сложные
DPS039790;WB Fanfilcon A toric (6pk);25_022;8;ДП;2;;8;0;0,0;Закрыто;;-;Сложные
DPS039790;WB Somofilcon A toric 56% 1 Day (30pk);25_022;16;ДП;2;;16;0;0,0;Закрыто;;-;Сложные
DPS039897;Clariti 1 Day (90pk);25_022;1 560;ДП;1;;1560;0;0,0;Закрыто;;-;Сфера
DPS039910;Avaira Vitality (6pk);25_022;793;ДП;2;;793;0;0,0;Закрыто;;-;Сфера
DPS039910;Biofinity Energys (3pk);25_022;8;ДП;2;;8;0;0,0;Закрыто;;-;Сфера
DPS039910;Biofinity Toric (3 pk) (new);25_022;21;ДП;2;;21;0;0,0;Закрыто;;-;Сложные
DPS039910;Clariti 1 Day multifocal (30pk);25_022;7;ДП;2;;7;0;0,0;Закрыто;;-;Сложные
DPS039910;Clariti 1 Day toric (30pk);25_022;760;ДП;2;;760;0;0,0;Закрыто;;-;Сложные
DPS039910;Diag Biofinity Multifocal (1pk);25_022;3;ДП;2;;3;0;0,0;Закрыто;;-;1pk
DPS039910;Diag Biofinity Toric (1pk);25_022;48;ДП;2;;48;0;0,0;Закрыто;;-;1pk
DPS039910;Diag Clariti 1day (5pk);25_022;373;ДП;2;;373;0;0,0;Закрыто;;-;Сфера
DPS039910;Diag MyDay (5pk);25_022;430;ДП;2;;430;0;0,0;Закрыто;;-;Сфера
DPS039910;iWear activ astigmatism (30 pk);25_022;43;ДП;2;;43;0;0,0;Закрыто;;-;Сложные
DPS039910;MiSight 1 day (90pk);25_022;12;ДП;2;;12;0;0,0;Закрыто;;-;Сфера
DPS039910;MyDay (90pk);25_022;284;ДП;2;;284;0;0,0;Закрыто;;-;Сфера
DPS039910;MyDay Toric (30pk);25_022;577;ДП;2;;577;0;0,0;Закрыто;;-;Сложные
DPS039910;Proclear  (6pk);25_022;2 756;ДП;2;;2756;0;0,0;Закрыто;;-;Сфера
DPS039910;WB Comfilcon A toric BF (3pk);25_022;11;ДП;2;;11;0;0,0;Закрыто;;-;Сложные
DPS039910;WB Fanfilcon A toric (6pk);25_022;266;ДП;2;;266;0;0,0;Закрыто;;-;Сложные
DPS039910;WB Somofilcon A 56% 1 day (30pk);25_022;160;ДП;2;;160;0;0,0;Закрыто;;-;Сфера
DPS039910;WB Somofilcon A toric 56% 1 Day (30pk);25_022;2;ДП;2;;2;0;0,0;Закрыто;;-;Сложные
DPS039910;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_022;3;ДП;2;;3;0;0,0;Закрыто;;-;Сложные
DPS039910;High Time 55 (6pk);25_022;132;ДП;2;;132;0;0,0;Закрыто;;-;Сфера
DPS039962;Avaira Vitality toric (6pk);25_022;301;ДП;3;;301;0;0,0;Закрыто;;-;Сложные
DPS039962;Proclear  (6pk);25_022;3 626;ДП;3;;3626;0;0,0;Закрыто;;-;Сфера
DPS040274;Biofinity Toric (3 pk) (new);25_022;201;ДП;4;;201;0;0,0;Закрыто;;-;Сложные
DPS040274;Clariti 1 Day toric (30pk);25_022;26;ДП;4;;26;0;0,0;Закрыто;;-;Сложные
DPS040274;Diag Avaira Vitality toric (3pk);25_022;71;ДП;4;;71;0;0,0;Закрыто;;-;Сложные
DPS040274;Diag Biofinity Toric (1pk);25_022;265;ДП;4;;265;0;0,0;Закрыто;;-;1pk
DPS040274;Diag Clariti 1 Day toric (5pk) (new);25_022;1 334;ДП;4;;1334;0;0,0;Закрыто;;-;Сложные
DPS040274;Diag MyDay Toric (5pk);25_022;4 735;ДП;4;;4735;0;0,0;Закрыто;;-;Сложные
DPS040274;iWear activ astigmatism (30 pk);25_022;202;ДП;4;;202;0;0,0;Закрыто;;-;Сложные
DPS040274;iWear harmony (30pk);25_022;1;ДП;4;;1;0;0,0;Закрыто;;-;Сфера
DPS040274;MiSight 1 day (90pk);25_022;15;ДП;4;;15;0;0,0;Закрыто;;-;Сфера
DPS040274;MyDay (90pk);25_022;18;ДП;4;;18;0;0,0;Закрыто;;-;Сфера
DPS040274;MyDay Toric (30pk);25_022;87;ДП;4;;87;0;0,0;Закрыто;;-;Сложные
DPS040274;WB Comfilcon A toric BF (3pk);25_022;256;ДП;4;;256;0;0,0;Закрыто;;-;Сложные
DPS040274;WB Stenfilcon A 54% 1 Day MD (30pk);25_022;36;ДП;4;;36;0;0,0;Закрыто;;-;Сфера
DPS040274;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_022;140;ДП;4;;140;0;0,0;Закрыто;;-;Сложные
DPS040274;High Time 55 (6pk);25_022;2 260;ДП;4;;2260;0;0,0;Закрыто;;-;Сфера
DPS040565;Biofinity Toric (3 pk) (new);25_022;26;ДП;5;;26;0;0,0;Закрыто;;-;Сложные
DPS040565;Clariti 1 Day toric (30pk);25_022;2;ДП;5;;2;0;0,0;Закрыто;;-;Сложные
DPS040565;Diag Biofinity Multifocal (1pk);25_022;38;ДП;5;;38;0;0,0;Закрыто;;-;1pk
DPS040565;Diag Biofinity Toric (1pk);25_022;27;ДП;5;;27;0;0,0;Закрыто;;-;1pk
DPS040565;MyDay Toric (30pk);25_022;6;ДП;5;;6;0;0,0;Закрыто;;-;Сложные
DPS040565;Proclear  (6pk);25_022;4;ДП;5;;4;0;0,0;Закрыто;;-;Сфера
DPS040565;WB Comfilcon A multifocal BF (3 pk);25_022;3;ДП;5;;3;0;0,0;Закрыто;;-;Сложные
DPS040565;WB Comfilcon A toric BF (3pk);25_022;7;ДП;5;;7;0;0,0;Закрыто;;-;Сложные
DPS040565;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_022;2;ДП;5;1;2;0;0,0;Закрыто;;-;Сложные
DPS040911;Clariti 1 Day multifocal (30pk);25_022;549;ДП;6;;549;0;0,0;Закрыто;;-;Сложные
DPS040911;Diag Avaira Vitality toric (3pk);25_022;473;ДП;6;;473;0;0,0;Закрыто;;-;Сложные
DPS040911;Diag MyDay (5pk);25_022;111;ДП;6;;111;0;0,0;Закрыто;;-;Сфера
DPS040911;MyDay (90pk);25_022;545;ДП;6;;545;0;0,0;Закрыто;;-;Сфера
DPS040911;Proclear  (6pk);25_022;2 078;ДП;6;;2078;0;0,0;Закрыто;;-;Сфера
DPS040911;WB Somofilcon A toric 56% 1 Day (30pk);25_022;732;ДП;6;;732;0;0,0;Закрыто;;-;Сложные
DPS040911;WB Stenfilcon A 54% 1 Day MD (30pk);25_022;109;ДП;6;;109;0;0,0;Закрыто;;-;Сфера
DPS040945;Airway Acuos (6pk);25_022;1 062;ДП;7;;1062;0;0,0;Закрыто;;-;Сфера
DPS040945;Avaira Vitality (6pk);25_022;24;ДП;7;;24;0;0,0;Закрыто;;-;Сфера
DPS040945;Avaira Vitality toric (6pk);25_022;92;ДП;7;1;92;0;0,0;Закрыто;;-;Сложные
DPS040945;Biofinity Toric (3 pk) (new);25_022;28;ДП;7;;28;0;0,0;Закрыто;;-;Сложные
DPS040945;Clariti 1 Day toric (30pk);25_022;231;ДП;7;;231;0;0,0;Закрыто;;-;Сложные
DPS040945;Diag Avaira Vitality (3pk);25_022;14;ДП;7;;14;0;0,0;Закрыто;;-;Сфера
DPS040945;Diag Biofinity Toric (1pk);25_022;52;ДП;7;;52;0;0,0;Закрыто;;-;1pk
DPS040945;Diag Clariti 1 Day toric (5pk) (new);25_022;7;ДП;7;;7;0;0,0;Закрыто;;-;Сложные
DPS040945;iWear activ astigmatism (30 pk);25_022;17;ДП;7;;17;0;0,0;Закрыто;;-;Сложные
DPS040945;iWear balance plus (6pk);25_022;335;ДП;7;;335;0;0,0;Закрыто;;-;Сфера
DPS040945;MyDay (90pk);25_022;190;ДП;7;;190;0;0,0;Закрыто;;-;Сфера
DPS040945;WB Comfilcon A toric BF (3pk);25_022;39;ДП;7;;39;0;0,0;Закрыто;;-;Сложные
DPS040945;WB Fanfilcon A toric (6pk);25_022;28;ДП;7;;28;0;0,0;Закрыто;;-;Сложные
DPS040945;WB Somofilcon A toric 56% 1 Day (30pk);25_022;30;ДП;7;1;30;0;0,0;Закрыто;;-;Сложные
DPS040945;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_022;578;ДП;7;;578;0;0,0;Закрыто;;-;Сложные
DPS040947;Clariti 1 Day (30pk)_Bespoke;25_022;2 265;ДП;7;;2264;1;0,0;В приемке;;недостача;Сфера
DPS041211;Airway Acuos (6pk);25_022;1 717;ДП;8;;1717;0;0,0;Закрыто;;-;Сфера
DPS041211;Avaira Vitality toric (6pk);25_022;433;ДП;8;;433;0;0,0;Закрыто;;-;Сложные
DPS041211;Biofinity Toric (3 pk) (new);25_022;215;ДП;8;;215;0;0,0;Закрыто;;-;Сложные
DPS041211;Diag Biofinity Toric (1pk);25_022;665;ДП;8;;665;0;0,0;Закрыто;;-;1pk
DPS041211;Diag MyDay Toric (5pk);25_022;128;ДП;8;;128;0;0,0;Закрыто;;-;Сложные
DPS041211;iWear balance plus (6pk);25_022;574;ДП;8;;574;0;0,0;Закрыто;;-;Сфера
DPS041211;WB Comfilcon A toric BF (3pk);25_022;259;ДП;8;;259;0;0,0;Закрыто;;-;Сложные
DPS041211;WB Fanfilcon A (6pk);25_022;7 719;ДП;8;;7719;0;0,0;Закрыто;;-;Сфера
DPS041211;WB Fanfilcon A toric (6pk);25_022;6;ДП;8;;6;0;0,0;Закрыто;;-;Сложные
DPS041259;Aculife One Day (30pk);25_022;318;ДП;11;;318;0;0,0;Закрыто;;-;Сфера
DPS041259;Airway Ophtalmix 1 Day (30pk);25_022;875;ДП;11;;875;0;0,0;Закрыто;;-;Сфера
DPS041259;Clariti 1 Day (30pk)_Bespoke;25_022;1 226;ДП;11;;1226;0;0,0;Закрыто;;-;Сфера
DPS040943;Avaira Vitality (6pk);25_022;16;ДП;7;1;16;0;0,0;Закрыто;;-;Сфера
DPS040943;Avaira Vitality toric (6pk);25_022;35;ДП;7;;35;0;0,0;Закрыто;;-;Сложные
DPS040943;Biofinity Toric (3 pk) (new);25_022;8;ДП;7;;8;0;0,0;Закрыто;;-;Сложные
DPS040943;Diag Avaira Vitality (3pk);25_022;12;ДП;7;;12;0;0,0;Закрыто;;-;Сфера
DPS040943;Diag Avaira Vitality toric (3pk);25_022;8;ДП;7;;8;0;0,0;Закрыто;;-;Сложные
DPS040943;Diag Biofinity Toric (1pk);25_022;10;ДП;7;;10;0;0,0;Закрыто;;-;1pk
DPS040943;Diag MyDay Toric (5pk);25_022;53;ДП;7;;53;0;0,0;Закрыто;;-;Сложные
DPS040943;iWear balance plus (6pk);25_022;3;ДП;7;;3;0;0,0;Закрыто;;-;Сфера
DPS040943;Proclear  (6pk);25_022;3;ДП;7;;3;0;0,0;Закрыто;;-;Сфера
DPS040943;WB Comfilcon A toric BF (3pk);25_022;5;ДП;7;;5;0;0,0;Закрыто;;-;Сложные
DPS040943;WB Fanfilcon A (6pk);25_022;7;ДП;7;;7;0;0,0;Закрыто;;-;Сфера
DPS040943;WB Fanfilcon A toric (6pk);25_022;23;ДП;7;;23;0;0,0;Закрыто;;-;Сложные
DPS040943;WB Somofilcon A 56% 1 day (30pk);25_022;17;ДП;7;;17;0;0,0;Закрыто;;-;Сфера
DPS040943;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_022;3;ДП;7;;3;0;0,0;Закрыто;;-;Сложные
DPS040943;High Time 55 (6pk);25_022;1;ДП;7;;0;1;0,0;В приемке;;недостача;Сфера
DPS041206;Avaira Vitality (6pk);25_022;53;ДП;8;;53;0;0,0;Закрыто;;-;Сфера
DPS041206;Avaira Vitality toric (6pk);25_022;14;ДП;8;;14;0;0,0;Закрыто;;-;Сложные
DPS041206;Biofinity Energys (3pk);25_022;26;ДП;8;;26;0;0,0;Закрыто;;-;Сфера
DPS041206;Biofinity Toric (3 pk) (new);25_022;14;ДП;8;;14;0;0,0;Закрыто;;-;Сложные
DPS041206;Biofinity XR (3 pk);25_022;29;ДП;8;;29;0;0,0;Закрыто;;-;Сфера
DPS041206;Diag Biofinity Energys (3pk);25_022;7;ДП;8;;7;0;0,0;Закрыто;;-;Сфера
DPS041206;Diag Biofinity Toric (1pk);25_022;245;ДП;8;1;245;0;0,0;Закрыто;;-;1pk
DPS041206;WB Comfilcon A multifocal BF (3 pk);25_022;1;ДП;8;;1;0;0,0;Закрыто;;-;Сложные
DPS041206;WB Comfilcon A toric BF (3pk);25_022;3;ДП;8;;3;0;0,0;Закрыто;;-;Сложные
DPS041206;WB Fanfilcon A (6pk);25_022;5;ДП;8;;5;0;0,0;Закрыто;;-;Сфера
DPS041206;WB Fanfilcon A toric (6pk);25_022;2;ДП;8;;2;0;0,0;Закрыто;;-;Сложные
DPS041206;High Time 55 (6pk);25_022;15;ДП;8;;15;0;0,0;Закрыто;;-;Сфера
DPS039961;Clariti 1 Day (30pk)_Bespoke;25_022;2 870;ДП;3;;2870;0;0,0;Закрыто;;;Сфера
DPS040564A;Avaira Vitality (6pk);25_022;112;ДП;5;;112;0;0,0;Закрыто;;-;Сфера
DPS040564A;Avaira Vitality toric (6pk);25_022;778;ДП;5;;778;0;0,0;Закрыто;;-;Сложные
DPS040564A;Biofinity Toric (3 pk) (new);25_022;436;ДП;5;;436;0;0,0;Закрыто;;-;Сложные
DPS040564A;Clariti 1 Day multifocal (30pk);25_022;14;ДП;5;;14;0;0,0;Закрыто;;-;Сложные
DPS040564A;Clariti 1 Day toric (30pk);25_022;21;ДП;5;;21;0;0,0;Закрыто;;-;Сложные
DPS040564A;Diag Biofinity Multifocal (1pk);25_022;1 364;ДП;5;;1364;0;0,0;Закрыто;;-;1pk
DPS040564A;Diag Biofinity Toric (1pk);25_022;1 497;ДП;5;;1497;0;0,0;Закрыто;;-;1pk
DPS040564A;Diag Clariti 1 Day toric (5pk) (new);25_022;3;ДП;5;;3;0;0,0;Закрыто;;-;Сложные
DPS040564A;Diag MyDay (5pk);25_022;77;ДП;5;;77;0;0,0;Закрыто;;-;Сфера
DPS040564A;Diag MyDay Toric (5pk);25_022;68;ДП;5;;68;0;0,0;Закрыто;;-;Сложные
DPS040564A;Proclear  (6pk);25_022;3 696;ДП;5;;3626;70;0,1;В приемке;30.06.2026;01.06.2026;Сфера
DPS040564A;WB Comfilcon A toric BF (3pk);25_022;739;ДП;5;;739;0;0,0;Закрыто;;-;Сложные
DPS040564A;WB Fanfilcon A toric (6pk);25_022;596;ДП;5;;596;0;0,0;Закрыто;;-;Сложные
DPS040564A;High Time 55 (6pk);25_022;1 423;ДП;5;;1419;4;0,0;В приемке;;недостача;Сфера
DPS041257;Avaira Vitality toric (6pk);25_022;328;ДП;11;1;328;0;0,0;Закрыто;;-;Сложные
DPS041257;Diag Avaira Vitality toric (3pk);25_022;2 211;ДП;11;;2211;0;0,0;Закрыто;;-;Сложные
DPS041257;MyDay Toric (30pk);25_022;188;ДП;11;;188;0;0,0;Закрыто;;-;Сложные
DPS041257;WB Fanfilcon A (6pk);25_022;303;ДП;11;;303;0;0,0;Закрыто;;-;Сфера
DPS041257;WB Fanfilcon A toric (6pk);25_022;1 020;ДП;11;;1020;0;0,0;Закрыто;;-;Сложные
DPS041237;iWear Activ (30pk) (new);25_022;7 806;ДП;9,10;;7806;0;0,0;Закрыто;;-;Сфера
DPS039980;Biofinity XR Toric (3pk);25_022;400;ДП;5;;400;0;0,0;Закрыто;;-;Сложные
DPS040739;Biofinity XR Toric (3pk);25_022;163;ДП;6;;163;0;0,0;Закрыто;;-;Сложные
DPS040799;Biofinity XR Toric (3pk);25_022;1;ДП;6;;1;0;0,0;Закрыто;;;Сложные
MPS168130;Diag Biofinity Toric (1pk);25_022;6 981;МП;2;;6957;24;0,5;В приемке;30.06.2026;01.06.2026;1pk
MPS168168;Diag Biofinity Toric (1pk);25_022;4 902;МП;2;;4830;72;1,4;В приемке;30.06.2026;01.06.2026;1pk
MPS168198;Biosoft Premium (3pk);25_022;834;МП;2;;834;0;0,0;Закрыто;;-;Сфера
MPS168211;MiSight 1 day (90pk);25_022;175;МП;2;;175;0;0,0;Закрыто;;-;Сфера
MPS168211;WB Omafilcon A 60% 1 Day (30pk);25_022;778;МП;2;;778;0;0,0;Закрыто;;-;Сфера
MPS168258;MiSight 1 day (90pk);25_022;23;МП;5;;23;0;0,0;Закрыто;;-;Сфера
MPS168258;WB Stenfilcon A 54% 1 Day MD (90pk);25_022;31;МП;5;;31;0;0,0;Закрыто;;-;Сфера
MPS168336;WB Comfilcon A toric BF (3pk);25_022;3 074;МП;3;;3074;0;0,0;Закрыто;;-;Сложные
MPS168347;WB Comfilcon A toric BF (3pk);25_022;30;МП;5;;30;0;0,0;Закрыто;;-;Сложные
MPS168362;WB Comfilcon A toric BF (3pk);25_022;118;МП;5;;118;0;0,0;Закрыто;;-;Сложные
MPS168403;WB Comfilcon A toric BF (3pk);25_022;2 272;МП;3;;2272;0;0,0;Закрыто;;-;Сложные
MPS168380;Diag MyDay (5pk);25_022;2 361;МП;5;;2361;0;0,0;Закрыто;;-;Сфера
MPS168421;WB Comfilcon A toric BF (3pk);25_022;179;МП;5;;169;10;0,1;В приемке;30.06.2026;01.06.2026;Сложные
MPS168475;Diag MiSight 1 day (5 pk);25_022;3 888;МП;4;;3888;0;0,0;Закрыто;;-;Сфера
MPS168464;WB Comfilcon A toric BF (3pk);25_022;2 068;МП;4;;2068;0;0,0;Закрыто;;-;Сложные
MPS168477;MiSight 1 day (30pk);25_022;2 434;МП;5;;2434;0;0,0;Закрыто;;-;Сфера
MPS168496;Biomedics 55 Evolution (6pk);25_022;74;МП;12;1;74;0;0,0;Закрыто;;-;Сфера
MPS168591;Airway Premium 1 Day (30 pk);25_022;5 741;МП;6,7;;5741;0;0,0;Закрыто;;-;Сфера
MPS168174;Biofinity Toric (3 pk) (new);25_022;29;МП;2;;29;0;0,0;Закрыто;;-;Сложные
MPS168203;MiSight 1 day (90pk);25_022;1 481;МП;1,2;;1481;0;0,0;Закрыто;;-;Сфера
MPS168649;Diag Biofinity Toric (1pk);25_022;975;МП;12;;975;0;0,0;Закрыто;;-;1pk
MPS168736;MyDay (30pk)_Bespoke;25_022;1 019;МП;8;;1019;0;0,0;Закрыто;;-;Сфера
MPS168525;iWear oxygen (3pk);25_022;24;МП;12;;24;0;0,0;Закрыто;;-;Сфера
MPS168740;iWear fresh (30pk) (new);25_022;2 364;МП;12;;2364;0;0,0;Закрыто;;-;Сфера
MPS168804;Diag MyDay (5pk);25_022;9 540;МП;10;;9538;2;0,0;В приемке;;недостача;Сфера
MPS168803;Diag Biofinity Toric (1pk);25_022;7 974;МП;12;;7953;21;0,4;В приемке;;недостача;1pk
MPS168810;Diag MyDay (5pk);25_022;6 421;МП;11;;6421;0;0,0;Закрыто;;-;Сфера
MPS168877;WB Comfilcon A toric BF (3pk);25_022;656;МП;12;;656;0;0,0;Закрыто;;-;Сложные
MPS168965;Diag Biofinity Toric (1pk);25_022;1 050;МП;15;;0;1 050;21,0;В приемке;30.06.2026;01.06.2026;1pk
MPS169088;MiSight 1 day (90pk);25_022;723;МП;14;;722;1;0,0;В приемке;;недостача;Сфера
MPS169169;Biofinity XR (3 pk);25_022;1 424;МП;15;;1424;0;0,0;Закрыто;;-;Сфера
MPS168314;WB Comfilcon A toric BF (3pk);25_022;1 852;МП;3;;1852;0;0,0;Закрыто;;-;Сложные
MPS168322;Biofinity Toric (3 pk) (new);25_022;677;МП;3;;677;0;0,0;Закрыто;;-;Сложные
MPS168452;WB Comfilcon A toric BF (3pk);25_022;1 958;МП;4;;1958;0;0,0;Закрыто;;-;Сложные
MPS168611;WB Stenfilcon A 54% 1 Day MD (90pk);25_022;659;МП;8;;659;0;0,0;Закрыто;;-;Сфера
MPS168901;Diag Biofinity Toric (1pk);25_022;177;МП;14;;177;0;0,0;Закрыто;;-;1pk
MPS169141;Proclear 1 day (30pk);25_022;672;МП;14;;672;0;0,0;Закрыто;;-;Сфера
MPS169238;Biofinity Toric (3 pk) (new);25_022;258;МП;15;;258;0;0,0;Закрыто;;-;Сложные
MPS169276;Biofinity Toric (3 pk) (new);25_022;5 879;МП;15;1;5879;0;0,0;Закрыто;;-;Сложные
MPS169023;MiSight 1 day (30pk);25_022;209;МП;14;;209;0;0,0;Закрыто;;-;Сфера
MPS168738;WB Omafilcon A 60% 1 Day (30pk);25_022;112;МП;9,12;;112;0;0,0;Закрыто;;-;Сфера
MPS168738;iWear fresh (30pk) (new);25_022;3 222;МП;9,12;;3222;0;0,0;Закрыто;;-;Сфера
MPS168985;MiSight 1 day (90pk);25_022;1 531;МП;13,14;;1531;0;0,0;Закрыто;;-;Сфера
MPS169262;Proclear 1 day (30pk);25_022;69;МП;15;;69;0;0,0;Закрыто;;-;Сфера
DPS041436;Biofinity Toric (3 pk) (new);25_023;16;ДП;3;;16;0;0,0;Закрыто;;-;Сложные
DPS041436;Clariti 1 Day toric (30pk);25_023;1;ДП;3;;1;0;0,0;Закрыто;;-;Сложные
DPS041436;Diag Avaira Vitality (3pk);25_023;71;ДП;3;;71;0;0,0;Закрыто;;-;Сфера
DPS041436;Diag Biofinity (3pk);25_023;17;ДП;3;;17;0;0,0;Закрыто;;-;Сфера
DPS041436;Diag Biofinity Multifocal (1pk);25_023;221;ДП;3;;221;0;0,0;Закрыто;;-;1pk
DPS041436;Diag MyDay Toric (5pk);25_023;71;ДП;3;;71;0;0,0;Закрыто;;-;Сложные
DPS041436;MyDay Toric (30pk);25_023;3 745;ДП;3;;3701;44;0,4;В приемке;30.06.2026;01.06.2026;Сложные
DPS041436;WB Comfilcon A toric BF (3pk);25_023;36;ДП;3;;36;0;0,0;Закрыто;;-;Сложные
DPS041436;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_023;350;ДП;3;;347;3;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS041436;High Time 55 (6pk);25_023;22;ДП;3;;22;0;0,0;Закрыто;;-;Сфера
DPS042020;Clariti 1 Day toric (30pk);25_023;1 603;ДП;15;;1603;0;0,0;Закрыто;;-;Сложные
DPS042005;Avaira Vitality (6pk);25_023;1 190;ДП;13;;1190;0;0,0;Закрыто;;-;Сфера
DPS042005;Clariti 1 Day toric (30pk);25_023;5;ДП;13;;5;0;0,0;Закрыто;;-;Сложные
DPS042005;Diag Clariti 1 Day toric (5pk) (new);25_023;7;ДП;13;;7;0;0,0;Закрыто;;-;Сложные
DPS042005;Diag MyDay (5pk);25_023;2 120;ДП;13;;2120;0;0,0;Закрыто;;-;Сфера
DPS042005;iWear activ astigmatism (30 pk);25_023;3;ДП;13;;3;0;0,0;Закрыто;;-;Сложные
DPS042005;MyDay (90pk);25_023;736;ДП;13;;736;0;0,0;Закрыто;;-;Сфера
DPS042005;MyDay Toric (30pk);25_023;898;ДП;13;;898;0;0,0;Закрыто;;-;Сложные
DPS042005;WB Somofilcon A toric 56% 1 Day (30pk);25_023;4;ДП;13;;4;0;0,0;Закрыто;;-;Сложные
DPS042005;WB Stenfilcon A 54% 1 Day MD (30pk);25_023;219;ДП;13;;219;0;0,0;Закрыто;;-;Сфера
DPS042001;Airway Ophtalmix 1 Day (30pk);25_023;3 725;ДП;12;;3725;0;0,0;Закрыто;;-;Сфера
DPS042001;Clariti 1 Day (30pk)_Bespoke;25_023;1 076;ДП;12;;1076;0;0,0;Закрыто;;-;Сфера
DPS041758;MyDay Toric (30pk);25_023;3 957;ДП;10,11;;3957;0;0,0;Закрыто;;-;Сложные
DPS041758;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_023;6 432;ДП;10,11;;6431;1;0,0;В приемке;;недостача;Сложные
DPS042008;MyDay Toric (30pk);25_023;2 023;ДП;14;;2023;0;0,0;Закрыто;;-;Сложные
DPS042008;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_023;2 539;ДП;14;;2539;0;0,0;Закрыто;;-;Сложные
MPS169222;WB Stenfilcon A 54% 1 Day MD (90pk);25_023;187;МП;5;;187;0;0,0;Закрыто;;-;Сфера
MPS169275;Biofinity Toric (3 pk) (new);25_023;3 036;МП;3;;3036;0;0,0;Закрыто;;-;Сложные
MPS169289;MiSight 1 day (90pk);25_023;852;МП;5;;852;0;0,0;Закрыто;;-;Сфера
MPS169311;Biofinity Toric (3 pk) (new);25_023;3 134;МП;3;;3134;0;0,0;Закрыто;;-;Сложные
MPS169422;MiSight 1 day (90pk);25_023;1 429;МП;1,6;;1429;0;0,0;Закрыто;;-;Сфера
MPS169429;Biomedics 55 Evolution (6pk);25_023;3 857;МП;6;;3857;0;0,0;Закрыто;;-;Сфера
MPS169447;Biofinity Toric (3 pk) (new);25_023;326;МП;6;;326;0;0,0;Закрыто;;-;Сложные
MPS169483;WB Comfilcon A toric BF (3pk);25_023;562;МП;8;;562;0;0,0;Закрыто;;-;Сложные
MPS169563;Biomedics 55 Evolution (6pk);25_023;3 315;МП;9;;3315;0;0,0;Закрыто;;-;Сфера
MPS169576;Biomedics 55 Evolution (6pk);25_023;2 211;МП;9;;2211;0;0,0;Закрыто;;-;Сфера
MPS169639;Biomedics 55 Evolution (6pk);25_023;99;МП;10;;99;0;0,0;Закрыто;;-;Сфера
MPS169714;Diag MyDay (5pk);25_023;2 406;МП;10;;2406;0;0,0;Закрыто;;-;Сфера
MPS169742;iWear oxygen (6pk);25_023;45;МП;10;;45;0;0,0;Закрыто;;-;Сфера
MPS169751;MiSight 1 day (90pk);25_023;69;МП;10;;69;0;0,0;Закрыто;;-;Сфера
MPS169758;Diag MiSight 1 day (5 pk);25_023;5 968;МП;10;;5967;1;0,0;В приемке;30.06.2026;01.06.2026;Сфера
MPS169766;Diag Biofinity Toric (1pk);25_023;270;МП;11;;270;0;0,0;Закрыто;;-;1pk
MPS169831;Biofinity Toric (3 pk) (new);25_023;146;МП;11;;146;0;0,0;Закрыто;;-;Сложные
DPS042022;Clariti 1 Day (30pk)_Bespoke;25_023;1 753;ДП;15;;1753;0;0,0;Закрыто;;-;Сфера
DPS041726;Avaira Vitality (6pk);25_023;10 938;ДП;4,5,6,7,8,9;;10938;0;0,0;Закрыто;;-;Сфера
DPS041726;Avaira Vitality toric (6pk);25_023;226;ДП;4,5,6,7,8,9;;226;0;0,0;Закрыто;;-;Сложные
DPS041726;Biofinity Toric (3 pk) (new);25_023;4;ДП;4,5,6,7,8,9;;4;0;0,0;Закрыто;;-;Сложные
DPS041726;Diag Biofinity Toric (1pk);25_023;6;ДП;4,5,6,7,8,9;;6;0;0,0;Закрыто;;-;1pk
DPS041726;Diag MyDay Toric (5pk);25_023;40 856;ДП;4,5,6,7,8,9;;40856;0;0,0;Закрыто;;-;Сложные
DPS041726;iWear harmony (30pk);25_023;56;ДП;4,5,6,7,8,9;;56;0;0,0;Закрыто;;-;Сфера
DPS041726;MyDay Toric (30pk);25_023;3 845;ДП;4,5,6,7,8,9;;3845;0;0,0;Закрыто;;-;Сложные
