ASNNumber;Номенклатура;Машина;Qty ASN;ДП/МП;Паллет №;Приоритет;Факт;Остаток;Часы;Статус;Приемка до;Месяц;Тип
MPS181234;MiSight 1 day (90pk);26_018;1 647;МП;17,18;;0;1 647;3,3;В приемке;31.08.2026;01.08.2026;Сфера
DPS060993;Biofinity multifocal (3 pk);26_019;1 304;ДП;2;;0;1 304;10,4;В приемке;31.08.2026;01.08.2026;Сложные
DPS060993;Avaira Vitality toric (6pk);26_019;274;ДП;2;;0;274;2,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS060993;Clariti 1 Day (90pk);26_019;680;ДП;2;;0;680;1,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS060993;MyDay Toric (30pk);26_019;159;ДП;2;;0;159;1,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS060993;WB Somofilcon A 56% 1 day (30pk);26_019;672;ДП;2;;0;672;1,3;В приемке;31.08.2026;01.08.2026;Сфера
DPS060993;iWear balance plus (6pk);26_019;319;ДП;2;;0;319;0,6;В приемке;31.08.2026;01.08.2026;Сфера
DPS060993;Diag MiSight 1 day (5 pk);26_019;1 126;ДП;2;;0;1 126;2,3;В приемке;31.08.2026;01.08.2026;Сфера
DPS060993;Diag MyDay (5pk);26_019;401;ДП;2;;0;401;0,8;В приемке;31.08.2026;01.08.2026;Сфера
DPS061276;Clariti 1 Day toric (30pk);26_019;15;ДП;5;;6;9;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;Diag MyDay Toric (5pk);26_019;21;ДП;5;;0;21;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;Biofinity multifocal (3 pk);26_019;19;ДП;5;;0;19;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;Avaira Vitality toric (6pk);26_019;45;ДП;5;;0;45;0,4;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;Diag Biofinity Toric (1pk);26_019;4;ДП;5;;4;0;0,0;Закрыто;;-;1pk
DPS061276;WB Fanfilcon A toric (6pk);26_019;29;ДП;5;;0;29;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;WB Stenfilcon A toric 54% 1 Day MD (30pk);26_019;23;ДП;5;;0;23;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;WB Somofilcon A 56% 1 day (30pk);26_019;3;ДП;5;;0;3;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS061276;Diag MyDay Multifocal (5pk);26_019;7;ДП;5;;0;7;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;iWear activ astigmatism (30 pk);26_019;9;ДП;5;;9;0;0,0;Закрыто;;-;Сложные
DPS061276;iWear balance plus (6pk);26_019;23;ДП;5;;23;0;0,0;Закрыто;;-;Сфера
DPS061276;Diag Clariti 1day  multifocal (5pk) (new);26_019;16;ДП;5;;0;16;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;Biofinity Toric (3 pk) (new);26_019;10;ДП;5;;0;10;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS061276;MyDay Multifocal (30pk);26_019;4;ДП;5;;0;4;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS060991;Clariti 1 Day toric (30pk);26_019;15;ДП;3;;9;6;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS060991;Biofinity multifocal (3 pk);26_019;2 161;ДП;3;;2157;4;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS060991;WB Somofilcon A 56% 1 day (30pk);26_019;9;ДП;3;;9;0;0,0;Закрыто;;-;Сфера
DPS060991;Avaira Vitality (6pk);26_019;10 259;ДП;3;;10164;95;0,2;В приемке;31.08.2026;01.08.2026;Сфера
DPS060991;iWear balance plus (6pk);26_019;50;ДП;3;;50;0;0,0;Закрыто;;-;Сфера
DPS060991;WB Fanfilcon A (6pk);26_019;98;ДП;3;;98;0;0,0;Закрыто;;-;Сфера
DPS060991;Airway Acuos (6pk);26_019;1;ДП;3;;1;0;0,0;Закрыто;;-;Сфера
DPS060991;MyDay Multifocal (30pk);26_019;15;ДП;3;;15;0;0,0;Закрыто;;-;Сложные
MPS181280;iWear harmony (30pk);26_019;5 582;МП;5,6;;5578;4;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS060947;Biofinity multifocal (3 pk);26_019;99;ДП;1;;0;99;0,8;В приемке;31.08.2026;01.08.2026;Сложные
DPS060947;WB Fanfilcon A toric (6pk);26_019;3;ДП;1;;0;3;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS060947;WB Stenfilcon A toric 54% 1 Day MD (30pk);26_019;30;ДП;1;;0;30;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS060947;Diag Avaira Vitality toric (3pk);26_019;106;ДП;1;;0;106;0,8;В приемке;31.08.2026;01.08.2026;Сложные
DPS060947;WB Somofilcon A 56% 1 day (30pk);26_019;2 971;ДП;1;;0;2 971;5,9;В приемке;31.08.2026;01.08.2026;Сфера
DPS060947;Avaira Vitality (6pk);26_019;4 646;ДП;1;;0;4 646;9,3;В приемке;31.08.2026;01.08.2026;Сфера
DPS060947;WB Stenfilcon A 54% 1 Day MD (30pk);26_019;36;ДП;1;;0;36;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS060947;Proclear 1 day (30pk);26_019;30;ДП;1;;0;30;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061003;Biofinity multifocal (3 pk);26_019;595;ДП;4;;0;595;4,8;В приемке;31.08.2026;01.08.2026;Сложные
DPS061003;Diag Biofinity Multifocal (1pk);26_019;1 334;ДП;4;;0;1 334;26,7;В приемке;31.08.2026;01.08.2026;1pk
DPS061003;Diag Biofinity Multifocal (1pk);26_019;1 222;ДП;4;;0;1 222;24,4;В приемке;31.08.2026;01.08.2026;1pk
DPS061003;WB Somofilcon A 56% 1 day (30pk);26_019;118;ДП;4;;0;118;0,2;В приемке;31.08.2026;01.08.2026;Сфера
DPS061003;Avaira Vitality (6pk);26_019;6 395;ДП;4;;0;6 395;12,8;В приемке;31.08.2026;01.08.2026;Сфера
DPS061003;Clariti 1 Day multifocal (30pk);26_019;632;ДП;4;;0;632;5,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS061003;Diag MiSight 1 day (5 pk);26_019;1 770;ДП;4;;0;1 770;3,5;В приемке;31.08.2026;01.08.2026;Сфера
DPS061003;WB Omafilcon A 60% 1 Day (30pk);26_019;389;ДП;4;;0;389;0,8;В приемке;31.08.2026;01.08.2026;Сфера
DPS061003;Proclear 1 day (30pk);26_019;357;ДП;4;;0;357;0,7;В приемке;31.08.2026;01.08.2026;Сфера
DPS061303;Clariti 1 Day (30pk)_Bespoke;26_019;869;ДП;5;;829;40;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061303;Aculife One Day (30pk);26_019;718;ДП;5;;0;718;1,4;В приемке;31.08.2026;01.08.2026;Сфера
MPS181533;Biosoft Premium (3pk);26_019;265;МП;17;;0;265;0,5;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;Biofinity multifocal (3 pk);26_019;206;ДП;5;;0;206;1,6;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;Avaira Vitality toric (6pk);26_019;545;ДП;5;;0;545;4,4;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;Diag Clariti 1 Day toric (5pk) (new);26_019;130;ДП;5;;0;130;1,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;Diag Avaira Vitality (3pk);26_019;32;ДП;5;;0;32;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;Diag Avaira Vitality toric (3pk);26_019;236;ДП;5;;0;236;1,9;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;WB Somofilcon A 56% 1 day (30pk);26_019;392;ДП;5;;0;392;0,8;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;Avaira Vitality (6pk);26_019;1 029;ДП;5;;0;1 029;2,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;Diag Clariti 1day  multifocal (5pk) (new);26_019;127;ДП;5;;0;127;1,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;Diag Clariti 1day  multifocal (5pk) (new);26_019;279;ДП;5;;0;279;2,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS061304;WB Stenfilcon A 54% 1 Day MD (90pk);26_019;34;ДП;5;;0;34;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;iWear harmony (30pk);26_019;45;ДП;5;;229;-184;-0,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS061304;iWear harmony (30pk);26_019;187;ДП;5;;229;-42;-0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061124;Biofinity XR Toric (3pk);26_019;129;ДП;5;;129;0;0,0;Закрыто;;-;Сложные
DPS060424;Biofinity XR Toric (3pk);26_019;147;ДП;1;;147;0;0,0;Закрыто;;-;Сложные
MPS181277;Diag Biofinity (3pk);26_019;7 840;МП;1;;0;7 840;15,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181258;MiSight 1 day (90pk);26_019;1 100;МП;2;;0;1 100;2,2;В приемке;31.08.2026;01.08.2026;Сфера
MPS181281;MiSight 1 day (90pk);26_019;3 287;МП;3,4,6;;461;2 826;5,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181788;MiSight 1 day (30pk);26_019;4 659;МП;20,21;;0;4 659;9,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS181316;MiSight 1 day (90pk);26_019;1 359;МП;10;;0;1 359;2,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181303;MiSight 1 day (90pk);26_019;3 300;МП;7,8,16;;0;3 300;6,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS181342;MiSight 1 day (90pk);26_019;2 850;МП;13,14,17;;0;2 850;5,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181366;Airway Premium (3pk);26_019;6 075;МП;16,17;;0;6 075;12,2;В приемке;31.08.2026;01.08.2026;Сфера
MPS181410;Airway Premium (3pk);26_019;4 492;МП;17;;0;4 492;9,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS181312;MiSight 1 day (90pk);26_019;1 543;МП;9,17;;0;1 543;3,1;В приемке;31.08.2026;01.08.2026;Сфера
MPS181427;Biofinity XR (3 pk);26_019;150;МП;17;;0;150;0,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS181612;Diag MiSight 1 day (5 pk);26_019;1 325;МП;18;;0;1 325;2,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181612;Diag MyDay (5pk);26_019;633;МП;18;;0;633;1,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS181513;Diag MyDay (5pk);26_019;2 553;МП;18;;0;2 553;5,1;В приемке;31.08.2026;01.08.2026;Сфера
MPS181302;Diag Biofinity (3pk);26_019;596;МП;17;;0;596;1,2;В приемке;31.08.2026;01.08.2026;Сфера
MPS181327;MiSight 1 day (90pk);26_019;2 641;МП;11,12;;0;2 641;5,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS181376;MiSight 1 day (90pk);26_019;1 298;МП;15;;1298;0;0,0;Закрыто;;-;Сфера
MPS181524;Diag Biofinity (3pk);26_019;355;МП;17;;0;355;0,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181520;MyDay (30pk)_Bespoke;26_019;246;МП;17;;0;246;0,5;В приемке;31.08.2026;01.08.2026;Сфера
MPS181743;Biomedics 55 Evolution (6pk);26_019;299;МП;21;;0;299;0,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS181574;MiSight 1 day (90pk);26_019;609;МП;18;;0;609;1,2;В приемке;31.08.2026;01.08.2026;Сфера
MPS181360;MiSight 1 day (30pk);26_019;288;МП;17;;0;288;0,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS181379;iWear oxygen (6pk);26_019;14;МП;17;;0;14;0,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS181766;Diag Biofinity (3pk);26_019;13 961;МП;19,21;;0;13 961;27,9;В приемке;31.08.2026;01.08.2026;Сфера
MPS181776;Diag Biofinity (3pk);26_019;1 227;МП;19,21;;0;1 227;2,5;В приемке;31.08.2026;01.08.2026;Сфера
MPS181781;MyDay (30pk)_Bespoke;26_019;99;МП;21;;0;99;0,2;В приемке;31.08.2026;01.08.2026;Сфера
DPS062199;Clariti 1 Day toric (30pk);26_020;2 358;ДП;1;;2333;25;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;Diag MyDay Toric (5pk);26_020;352;ДП;1;;352;0;0,0;Закрыто;;-;Сложные
DPS062199;Avaira Vitality toric (6pk);26_020;190;ДП;1;;162;28;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;Diag Biofinity Multifocal (1pk);26_020;936;ДП;1;;0;936;18,7;В приемке;31.08.2026;01.08.2026;1pk
DPS062199;Diag Clariti 1 Day toric (5pk) (new);26_020;227;ДП;1;;223;4;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;MyDay Toric (30pk);26_020;76;ДП;1;;0;76;0,6;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;WB Stenfilcon A toric 54% 1 Day MD (30pk);26_020;37;ДП;1;;0;37;0,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;Diag Avaira Vitality toric (3pk);26_020;239;ДП;1;;238;1;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062199;Avaira Vitality (6pk);26_020;276;ДП;1;;276;0;0,0;Закрыто;;-;Сфера
DPS062199;Diag MyDay Multifocal (5pk);26_020;66;ДП;1;;66;0;0,0;Закрыто;;-;Сложные
DPS062199;Diag MiSight 1 day (5 pk);26_020;1 915;ДП;1;;1915;0;0,0;Закрыто;;-;Сфера
DPS062199;Diag MyDay (5pk);26_020;262;ДП;1;;262;0;0,0;Закрыто;;-;Сфера
DPS062199;WB Stenfilcon A 54% 1 Day MD (30pk);26_020;31;ДП;1;;31;0;0,0;Закрыто;;-;Сфера
DPS062199;Diag Clariti 1day (5pk);26_020;813;ДП;1;;636;177;0,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS062199;Diag Biofinity Energys (3pk);26_020;20;ДП;1;;20;0;0,0;Закрыто;;-;Сфера
DPS062201;Clariti 1 Day (30pk)_Bespoke;26_020;40;ДП;1;;37;3;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062201;iWear Activ (30pk);26_020;40;ДП;1;;0;40;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062242;Clariti 1 Day (90pk);26_020;720;ДП;2;;0;720;1,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS062245;iWear Activ (30pk);26_020;2 468;ДП;2;;0;2 468;4,9;В приемке;31.08.2026;01.08.2026;Сфера
DPS062253;Diag MyDay Toric (5pk);26_020;8;ДП;3;;0;8;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Biofinity multifocal (3 pk);26_020;2;ДП;3;;0;2;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Avaira Vitality toric (6pk);26_020;48;ДП;3;;9;39;0,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Diag Biofinity Toric (1pk);26_020;15;ДП;3;;0;15;0,3;В приемке;31.08.2026;01.08.2026;1pk
DPS062253;WB Fanfilcon A toric (6pk);26_020;7;ДП;3;;0;7;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;WB Stenfilcon A toric 54% 1 Day MD (30pk);26_020;17;ДП;3;;0;17;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;iWear activ astigmatism (30 pk);26_020;19;ДП;3;;0;19;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Clariti 1 Day multifocal (30pk);26_020;4;ДП;3;;0;4;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;WB Stenfilcon A 54% 1 Day MD (90pk);26_020;7;ДП;3;;0;7;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062253;MyDay Multifocal (30pk);26_020;5;ДП;3;;0;5;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Diag Biofinity Energys (3pk);26_020;12;ДП;3;;0;12;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062253;WB Comfilcon A toric BF (3pk);26_020;5;ДП;3;;0;5;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062253;Biofinity Energys (3pk);26_020;3;ДП;3;;0;3;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062278;Biofinity multifocal (3 pk);26_020;1 345;ДП;3;;0;1 345;10,8;В приемке;31.08.2026;01.08.2026;Сложные
DPS062278;iWear harmony (30pk);26_020;29;ДП;3;;0;29;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062278;WB Stenfilcon A 54% 1 Day MD (30pk);26_020;68;ДП;3;;0;68;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062278;Diag Clariti 1day (5pk);26_020;8 172;ДП;3;;176;7 996;16,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062278;Proclear  (6pk);26_020;73;ДП;3;;0;73;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS061961;Biofinity XR Toric (3pk);26_020;112;ДП;3;;112;0;0,0;Закрыто;;-;Сложные
MPS181793;MiSight 1 day (30pk);26_020;4 336;МП;1,7;;0;4 336;8,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS181796;Diag Biofinity (3pk);26_020;7 250;МП;2,7;;0;7 250;14,5;В приемке;31.08.2026;01.08.2026;Сфера
MPS181799;MiSight 1 day (30pk);26_020;4 790;МП;2,7;;0;4 790;9,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS182209;MiSight 1 day (30pk);26_020;759;МП;23;;0;759;1,5;В приемке;31.08.2026;01.08.2026;Сфера
MPS181802;MiSight 1 day (30pk);26_020;3 799;МП;3;;0;3 799;7,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS181807;MiSight 1 day (30pk);26_020;3 566;МП;4;;0;3 566;7,1;В приемке;31.08.2026;01.08.2026;Сфера
MPS181828;MiSight 1 day (30pk);26_020;9 481;МП;5,6,7;;0;9 481;19,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS181845;MiSight 1 day (30pk);26_020;6 109;МП;8,9;;0;6 109;12,2;В приемке;31.08.2026;01.08.2026;Сфера
MPS181902;Biofinity (3pk)_Bespoke;26_020;414;МП;9;;0;414;0,8;В приемке;31.08.2026;01.08.2026;Сфера
MPS181996;MiSight 1 day (90pk);26_020;366;МП;10;;0;366;0,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS182139;MiSight 1 day (90pk);26_020;1 654;МП;17,18;;0;1 654;3,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS182012;Diag MyDay (5pk);26_020;6 998;МП;9,10;;0;6 998;14,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS182024;Diag MiSight 1 day (5 pk);26_020;4 513;МП;10;;0;4 513;9,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS182028;Diag MiSight 1 day (5 pk);26_020;15 244;МП;11,12;;0;15 244;30,5;В приемке;31.08.2026;01.08.2026;Сфера
MPS182029;Biofinity (3pk)_Bespoke;26_020;476;МП;13;;0;476;1,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS182032;Diag MiSight 1 day (5 pk);26_020;14 005;МП;12,13;;0;14 005;28,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS182036;Diag MiSight 1 day (5 pk);26_020;12 635;МП;14,18;;0;12 635;25,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS182092;WB Stenfilcon A 54% 1 Day MD (90pk);26_020;198;МП;18;;0;198;0,4;В приемке;31.08.2026;01.08.2026;Сфера
MPS182125;MiSight 1 day (90pk);26_020;993;МП;15;;0;993;2,0;В приемке;31.08.2026;01.08.2026;Сфера
MPS182144;MiSight 1 day (90pk);26_020;1 656;МП;16,18;;0;1 656;3,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS182152;Biofinity Energys (3pk);26_020;629;МП;18;;0;629;1,3;В приемке;31.08.2026;01.08.2026;Сфера
MPS182126;Diag Biofinity Energys (3pk);26_020;327;МП;23;;0;327;0,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS182149;MiSight 1 day (90pk);26_020;1 286;МП;22;;0;1 286;2,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS182170;MiSight 1 day (90pk);26_020;2 344;МП;19,20;;0;2 344;4,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS182175;MiSight 1 day (90pk);26_020;1 574;МП;21,23;;0;1 574;3,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062339;Aculife One Day (30pk);26_021;4 539;ДП;1;;0;4 539;9,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062716;WB Stenfilcon A toric 54% 1 Day MD (30pk);26_021;127;ДП;2,3;;0;127;1,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS062716;Clariti 1 Day multifocal (30pk);26_021;4 178;ДП;2,3;;0;4 178;33,4;В приемке;31.08.2026;01.08.2026;Сложные
DPS062716;WB Somofilcon A toric 56% 1 Day (30pk);26_021;104;ДП;2,3;;75;29;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS062716;MyDay (90pk);26_021;1 550;ДП;2,3;;0;1 550;3,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS062341;Clariti 1 Day (90pk);26_021;189;ДП;1;;0;189;0,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS062341;WB Somofilcon A toric 56% 1 Day (30pk);26_021;37;ДП;1;;22;15;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS062721;Clariti 1 Day toric (30pk);26_021;3 109;ДП;4;;3047;62;0,5;В приемке;31.08.2026;01.08.2026;Сложные
DPS062721;Diag Biofinity Multifocal (1pk);26_021;392;ДП;4;;0;392;7,8;В приемке;31.08.2026;01.08.2026;1pk
DPS062721;Biofinity XR (3 pk);26_021;90;ДП;4;;90;0;0,0;Закрыто;;-;Сфера
DPS062721;WB Somofilcon A toric 56% 1 Day (30pk);26_021;1 431;ДП;4;;1397;34;0,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS062948;Avaira Vitality toric (6pk);26_021;466;ДП;9;;466;0;0,0;Закрыто;;-;Сложные
DPS062948;WB Somofilcon A 56% 1 day (30pk);26_021;2 468;ДП;9;;2460;8;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS062948;Diag MyDay Multifocal (5pk);26_021;31;ДП;9;;31;0;0,0;Закрыто;;-;Сложные
DPS062948;iWear balance plus (6pk);26_021;381;ДП;9;;381;0;0,0;Закрыто;;-;Сфера
DPS062948;WB Stenfilcon A 54% 1 Day MD (90pk);26_021;4;ДП;9;;4;0;0,0;Закрыто;;-;Сфера
DPS062948;WB Stenfilcon A 54% 1 Day MD (30pk);26_021;23;ДП;9;;23;0;0,0;Закрыто;;-;Сфера
DPS062948;WB Somofilcon A toric 56% 1 Day (30pk);26_021;1 719;ДП;9;;1610;109;0,9;В приемке;31.08.2026;01.08.2026;Сложные
DPS062888;Clariti 1 Day (30pk)_Bespoke;26_021;19 699;ДП;5,6,7,8;;19380;319;0,6;В приемке;31.08.2026;01.08.2026;Сфера
DPS062352;Biofinity XR Toric (3pk);26_021;119;ДП;2;;119;0;0,0;Закрыто;;-;Сложные
MPS182272;WB Stenfilcon A 54% 1 Day MD (30pk);26_021;3 688;МП;1;;0;3 688;7,4;В приемке;31.08.2026;01.08.2026;Сфера
MPS182289;WB Stenfilcon A 54% 1 Day MD (30pk);26_021;3 782;МП;2;;0;3 782;7,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS182305;WB Stenfilcon A 54% 1 Day MD (30pk);26_021;297;МП;15;;0;297;0,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS182334;MiSight 1 day (90pk);26_021;1 414;МП;3;;0;1 414;2,8;В приемке;31.08.2026;01.08.2026;Сфера
MPS182359;Biofinity XR (3 pk);26_021;1 376;МП;7;;0;1 376;2,8;В приемке;31.08.2026;01.08.2026;Сфера
MPS182415;MiSight 1 day (90pk);26_021;7 427;МП;10,11,12,13,14,15,17;;0;7 427;14,9;В приемке;31.08.2026;01.08.2026;Сфера
MPS182422;Biomedics 55 Evolution (6pk);26_021;4 811;МП;17;;0;4 811;9,6;В приемке;31.08.2026;01.08.2026;Сфера
MPS182432;Biomedics 55 Evolution (6pk);26_021;2 930;МП;17;;0;2 930;5,9;В приемке;31.08.2026;01.08.2026;Сфера
MPS182362;MiSight 1 day (90pk);26_021;5 539;МП;4,5,6,7;;0;5 539;11,1;В приемке;31.08.2026;01.08.2026;Сфера
MPS182332;Biomedics 55 Evolution (6pk);26_021;3 360;МП;15;;0;3 360;6,7;В приемке;31.08.2026;01.08.2026;Сфера
MPS182371;Biomedics 55 Evolution (6pk);26_021;2 432;МП;15,17;;0;2 432;4,9;В приемке;31.08.2026;01.08.2026;Сфера
MPS182391;MiSight 1 day (90pk);26_021;1 392;МП;8;;0;1 392;2,8;В приемке;31.08.2026;01.08.2026;Сфера
MPS182382;MiSight 1 day (90pk);26_021;1 539;МП;9,15;;0;1 539;3,1;В приемке;31.08.2026;01.08.2026;Сфера
MPS182419;MyDay (30pk)_Bespoke;26_021;4 444;МП;16,17;;0;4 444;8,9;В приемке;31.08.2026;01.08.2026;Сфера
DPS063087;Clariti 1 Day toric (30pk);26_022;15;ДП;1;;0;15;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS063087;Diag MyDay Toric (5pk);26_022;643;ДП;1;;0;643;5,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS063087;Biofinity multifocal (3 pk);26_022;1 357;ДП;1;;0;1 357;10,9;В приемке;31.08.2026;01.08.2026;Сложные
DPS063087;Avaira Vitality toric (6pk);26_022;2 539;ДП;1;;0;2 539;20,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS063087;MyDay Toric (30pk);26_022;747;ДП;1;;0;747;6,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS063087;iWear balance plus (6pk);26_022;2 375;ДП;1;;2374;1;0,0;В приемке;31.08.2026;01.08.2026;Сфера
DPS063087;Biofinity Energys (3pk);26_022;27;ДП;1;;0;27;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS063087;WB Somofilcon A toric 56% 1 Day (30pk);26_022;633;ДП;1;;0;633;5,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS063105;Aculife One Day (30pk);26_022;3 705;ДП;2;;0;3 705;7,4;В приемке;31.08.2026;01.08.2026;Сфера
DPS063105;iWear Activ (30pk);26_022;40;ДП;2;;0;40;0,1;В приемке;31.08.2026;01.08.2026;Сфера
DPS063106;Clariti 1 Day toric (30pk);26_022;16;ДП;6;;0;16;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS063106;Diag MyDay Toric (5pk);26_022;38;ДП;6;;0;38;0,3;В приемке;31.08.2026;01.08.2026;Сложные
DPS063106;Biofinity multifocal (3 pk);26_022;27;ДП;6;;0;27;0,2;В приемке;31.08.2026;01.08.2026;Сложные
DPS063106;Diag Biofinity Toric (1pk);26_022;15;ДП;6;;0;15;0,3;В приемке;31.08.2026;01.08.2026;1pk
DPS063106;MyDay Toric (30pk);26_022;13;ДП;6;;0;13;0,1;В приемке;31.08.2026;01.08.2026;Сложные
DPS063106;Diag Avaira Vitality toric (3pk);26_022;5;ДП;6;;0;5;0,0;В приемке;31.08.2026;01.08.2026;Сложные
DPS063106;iWear activ astigmatism (30 pk);26_022;7;ДП;6;;0;7;0,1;В приемке;31.08.2026;01.08.2026;Сложные
